(Compounds Polynucleotides)	SMILES
CPD-9047	C[C@@]6(C5(\C=C8(C(/CCC(=O)[O-])=C(CC([O-])=O)/[C@@]7(CC2(\[N+]3(\[Co-2]4(N1(C([C@]([C@@H](C/1=C\C(\[C@](C(/CCC(=O)[O-])=2)(CC(=O)[O-])C)=3)CCC([O-])=O)(CC(=O)[O-])C)C(\[N+]/4=5)=C(CC(=O)[O-])\6))(N78))))C)))CCC(=O)[O-]
CPD-9043	C[C@@]8(CCC([O-])=O)(C(/CC([O-])=O)=C2([C@@]1(C)([C@@](C)(CC([O-])=O)[C@H](CCC(=O)[O-])C6(\N1[Co-2]35([N+]/2=C(CC4(/C(\CCC([O-])=O)=C(CC(=O)[O-])\[C@@](C)([N+]\3=4)CC7(\[N+]/5=C(\C=6)/[C@@](C)(CC([O-])=O)C(/CCC([O-])=O)=7)))/8)))))
CPD-9044	C[C@@]7(CCC([O-])=O)([C@@H](CC([O-])=O)[C@H]3([N+]8(/[Co-2]25(N1(C(/C(\CCC([O-])=O)=C(CC(=O)[O-])\C(C)1CC6(\[N+]/2=C(\C=C4([C@H]([C@]([C@@]3(C)N45)(C)CC([O-])=O)CCC(=O)[O-]))/[C@@](C)(CC([O-])=O)C(/CCC([O-])=O)=6))=C/C\7=8)))))
CPD-9048	CC1(C8(/[C@]([C@H]([C@@H]7([C@@]4(N5([Co-2]3([N+]6(\C(/CC2(C(/C)=C(CCC(=O)[O-])/C/1=[N+]2/3)C)=C(CCC(=O)[O-])/[C@@](C(\C=C([C@@H](CCC([O-])=O)[C@@](CC(=O)[O-])(C)4)/5)=6)(CC(=O)[O-])C))[N+]/7=8))C))CC(=O)[O-])(C)CCC(=O)[O-]))
CPD-9045	CC1(C8(/C(\CCC([O-])=O)=C(C)\[C@@]5(C)([N+](/[Co-2]46([N+]2(\[C@@H]([C@@H]([C@](CCC([O-])=O)(C)C/1=2)CC([O-])=O)[C@@]3(C)([C@@](C)(CC([O-])=O)[C@H](CCC(=O)[O-])C(\[NH+]34)=C(C)\C7([C@@](C)(CC([O-])=O)C(/CCC([O-])=O)=C(C5)/[N+]6=7)))))=8)))
COBALT-SIROHYDROCHLORIN	C[C@@]1(CC(=O)[O-])(C4(\N2(C(/[C@@H](CCC(=O)[O-])1)=C/C8(/C(\CC(=O)[O-])=C(CCC(=O)[O-])\C3(\[N+](\[Co-2]62(N7(C(/C=3)=C(CCC(=O)[O-])/C(\CC(=O)[O-])=C(\C=C5([C@@](C)(CC(=O)[O-])[C@H](CCC(=O)[O-])C(\C=4)=[N+]56))\7)))=8)))))
CPD-9049	CC7(\C8(/[C@H]([C@](C1(\[N+](\[Co-2]25([N+]4(/[C@@]([C@]([C@@H](C(\C(/C)=C3([C@]([C@H](CCC(=O)[O-])C(\C=1)=[N+]23)(CC(=O)[O-])C))=4)CCC([O-])=O)(CC(=O)[O-])C)(C)[C@H]6(N5C(/[C@]([C@H]6CC(=O)[O-])(C)CCC(=O)[O-])=7))))=8))(C)C)CCC(=O)[O-]))
CO-A	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1(O[C@H]([C@H](O)[C@H](OP(=O)([O-])[O-])1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)C(=O)NCCC(=O)NCCS
CONIFERYL-ALDEHYDE	COC1(\C(\O)=C/C=C(/C=C/C=O)/C=1)
CONIFERYL-ALCOHOL	COC1(\C(\O)=C/C=C(/C=C/CO)/C=1)
CUSO4	
COPROPORPHYRINOGEN_I	CC2(\C(/CCC([O-])=O)=C1(CC5(\NC(/CC4(\NC(/CC3(\NC(/CC(\N1)=2)=C(CCC([O-])=O)/C(\C)=3))=C(CCC([O-])=O)/C(\C)=4))=C(CCC([O-])=O)/C(\C)=5)))
COPROPORPHYRINOGEN_III	CC2(\C(/CCC([O-])=O)=C1(CC5(\NC(/CC4(\NC(/CC3(\NC(/CC(\N1)=2)=C(C)/C(\CCC([O-])=O)=3))=C(CCC([O-])=O)/C(\C)=4))=C(CCC(=O)[O-])/C(\C)=5)))
CPD0-939	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]%12([C@H]([C@@H](O[C@H](CO[C@@]%11(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O[C@H]9(O[C@H]([C@@H](O)CO)[C@@H](OP([O-])([O-])=O)[C@H](O[C@@H]8(O[C@H]([C@@H](CO[C@H]1(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@H](O)1))O)[C@@H](OP([O-])(=O)[O-])[C@H](O[C@H]7(O[C@H](CO[C@H]2(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)2))[C@@H](O)[C@H](O[C@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@H]6(O[C@H](CO[C@H]4(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@H](O)4))[C@H](O)[C@H](O)[C@@H](O[C@H]5(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)5))6)))[C@@H](O)7))[C@H](O)8))[C@H](O)9))[C@H](O[C@]%10(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C%10)C(=O)[O-])C%11))[C@H]%12OP([O-])([O-])=O)OC[C@@H]%13([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP([O-])([O-])=O)O%13))NC(C[C@H](OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)=O)
CPD-21359	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]%11([C@H]([C@@H](O[C@H](CO[C@@]%10(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O[C@H]8(O[C@H]([C@@H](O)CO)[C@@H](OP([O-])([O-])=O)[C@H](O[C@@H]7(O[C@H]([C@@H](CO[C@H]1(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@H](O)1))O)[C@@H](OP([O-])(=O)[O-])[C@H](O[C@H]6(O[C@H](CO[C@H]2(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)2))[C@@H](O)[C@H](O[C@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@H]5(O[C@H](CO[C@H]4(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@H](O)4))[C@H](O)[C@H](O)[C@@H](O)5)))[C@@H](O)6))[C@H](O)7))[C@H](O)8))[C@H](O[C@]9(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C9)C(=O)[O-])C%10))[C@H]%11OP([O-])([O-])=O)OC[C@@H]%12([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP([O-])([O-])=O)O%12))NC(C[C@H](OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)=O)
CPD-8964	CCOP(OC1(\C=C/C2(/C(\C)=C(C(OC(/C=1)=2)=O)/Cl)))(OCC)=S
CPD-7418	C(\C=C/C1(\C=C/C=C\C(O)=1))(=O)[O-]
CR+3	[Cr+3]
CR+6	[Cr+6]
CREATINE	C(C(=O)[O-])N(C)C(N)=[NH2+]
CREATININE	CN1(CC(=O)NC1=N)
CROTONYL-COA	C/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
CTP	C(OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(/N)=N\C(=O)2))
CU+2	[Cu+2]
CPD-6602	COC2(/C=C(/C=C/C(/O)=C/C(/C=C/C1(/C=C(C(/O)=C\C=1)/OC))=O)\C=C/C(/O)=2)
CPD-69	C([O-])#N
CPD-13584	[C-]#N
CYANURIC-ACID	C1(O)(=NC(/O)=N\C(\O)=N/1)
CPD-683	C3(\C=C/N([C@@H]1(O[C@H]2([C@H]([C@H]1O)OP([O-])(OC2)=O)))C(/N=3)=O)N
C-DI-GMP	C1([C@@H]7([C@@H](OP([O-])(=O)OC[C@@H]4([C@@H](OP([O-])(=O)O1)[C@@H](O)[C@H](N2(C3(\N=C(N)/NC(=O)C(\N=C/2)=3)))O4))[C@@H](O)[C@H](N5(C6(\N=C(N)/NC(=O)C(\N=C/5)=6)))O7))
PRECURSOR-Z	C1(OP([O-])(=O)OC2(C1O[C@@H]3([C@H](C(=O)2)NC4(\C(=O)NC(/N)=N/C(\N3)=4))))
CAMP	C3(OP(=O)([O-])O[C@H]4([C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O[C@H]34))
CYTIDINE	C([C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)O))O
CPD-3713	C([C@@H]2([C@@H]3([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)OP(=O)([O-])O3)))O
CPD-3710	C([C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)OP([O-])([O-])=O)O))O
CPD-3711	C([C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)OP([O-])([O-])=O))O
CPD0-1882	C([C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)O))OP([O-])(=O)OP([O-])(=O)OC[C@H]4(O[C@H]3(NC6(/N=C(N)\NC(=O)C(/N[C@H]3C5(\S[Mo](=O)(=O)SC\4=5))=6)))
CYTOSINE	C1(\NC(=O)/N=C(\C=1)/N)
CPD-19203	C(O)[C@H](NC(=O)[C@H]([NH3+])C1(\C=C/C(/O)=C\C=1))C(=O)N[C@H](C([O-])=O)C2(\C=C/C(/O)=C\C=2)
D-ALANINE	C[C@@H]([NH3+])C([O-])=O
D-ALA-D-ALA	C[C@@H]([NH3+])C(=O)N[C@H](C)C([O-])=O
D-ALTRONATE	C(O)[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-]
CPD-355	C(O)[C@@H](O)[C@@H](O)[C@H](O)CO
CPD-18118	C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@H](O)C(O)O1)
CPD-356	C(O)[C@H]1(OC(=O)[C@@H](O)[C@H](O)1)
CPD-220	C(NC(N)=[NH2+])CC[C@@H]([NH3+])C(=O)[O-]
CPD-3633	C(C[C@H](C(=O)[O-])[NH3+])(N)=O
D-ERYTHRO-IMIDAZOLE-GLYCEROL-P	C1(\N\C=N/C(\[C@@H]([C@H](O)COP(=O)([O-])[O-])O)=1)
DIHYDRO-NEO-PTERIN	C1(NC2(/N=C(N)\NC(=O)C(/N=C1/[C@H](O)[C@H](O)CO)=2))
ERYTHROSE	C(=O)[C@H](O)[C@H](O)CO
ERYTHROSE-4P	C([C@@H]([C@@H](COP([O-])([O-])=O)O)O)=O
PHOTINUS-LUCIFERIN	C3(SC(/C1(/SC2(/C=C(\C=C/C(/N=1)=2)/O)))=N/[C@@H](C(=O)[O-])3)
CPD-20211	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@H]3(CSC(/C1(/SC2(\C(\N=1)=C/C=C(/C=2)/O)))=N/3))COP(=O)(OP(=O)(OC[C@@H]4([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O4)N5(C6(\N=C/N=C(C(\N=C/5)=6)/N))))[O-])[O-]
CPD-16522	C(=O)([O-])C(O)[C@H]1([C@H](O)[C@@H](O)C(=O)O1)
CPD-17138	C([C@@H]1([C@@H]([C@@H]([C@H](C(O1)=O)O)O)O))([O-])=O
D-GLUCARATE	C(=O)([C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-])[O-]
CPD-17141	C(=O)([O-])C(O)[C@@H]1([C@H](O)[C@@H](O)C(=O)O1)
CPD-12595	C([C@@H]1([C@H]([C@@H]([C@H](C(O1)=O)O)O)O))([O-])=O
GLUCONATE	C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]
CPD-2961	C([C@H]([C@H]([C@@H]([C@H](C([O-])=O)O)O)O)O)OP([O-])([O-])=O
GLC-D-LACTONE	C(O)[C@H]1(OC([C@@H]([C@H]([C@@H]1O)O)O)=O)
D-GLT	C(CC[C@H](C(=O)[O-])[NH3+])([O-])=O
GLUTAMIDE	C(=O)(N)CC[C@@H]([NH3+])C([O-])=O
GLYCERALD	C(=O)[C@H](O)CO
GAP	C(=O)[C@H](O)COP(=O)([O-])[O-]
D-BETA-D-HEPTOSE-17-DIPHOSPHATE	C(OP([O-])(=O)[O-])[C@@H](O)[C@@H]1([C@@H](O)[C@H](O)[C@H](O)[C@H](OP([O-])(=O)[O-])O1)
D-BETA-D-HEPTOSE-1-P	C([C@H]([C@H]1(O[C@H]([C@H]([C@H]([C@@H]1O)O)O)OP([O-])(=O)[O-]))O)O
D-HEXOSE-6-PHOSPHATE	C(OP(=O)([O-])[O-])C1(OC(O)C(O)C(O)C(O)1)
CPD-12151	C1(\N\C=N/C(\C[C@H](C(=O)[O-])[NH3+])=1)
CPD-12150	CC(C)C[C@@H]([NH3+])C(=O)[O-]
CPD-219	C([NH3+])CCC[C@@H]([NH3+])C([O-])=O
MANNITOL-1P	C([C@H]([C@H]([C@@H]([C@@H](COP([O-])([O-])=O)O)O)O)O)O
CPD-218	CSCC[C@@H]([NH3+])C([O-])=O
CPD-534	[C@H]1(O)([C@@H](OP([O-])(=O)[O-])[C@H](OP([O-])([O-])=O)[C@@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](OP([O-])(=O)[O-])1)
D-PROLINE	C1([NH2+][C@H](CC1)C(=O)[O-])
CPD-17175	C1(CC[C@@H]([N+](C)(C)1)C([O-])=O)
CPD-21256	C[C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O
RIBULOSE-5P	C([C@H]([C@H](C(CO)=O)O)O)OP([O-])([O-])=O
D-RIBULOSE-15-P2	C(OP([O-])([O-])=O)[C@@H](O)[C@@H](O)C(=O)COP(=O)([O-])[O-]
CPD-21527	C(O)[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(COP([O-])(=O)[O-])=O
D-SERINE	C(O)[C@@H]([NH3+])C(=O)[O-]
D-TAGATURONATE	C(O)C(=O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-]
CPD-11770	C1(NC2(/N=C(N)\NC(=O)C(/N=C1/[C@H](O)[C@@H](O)CO)=2))
THREO-DS-ISO-CITRATE	C(=O)([C@@H](CC([O-])=O)[C@@H](O)C([O-])=O)[O-]
XYLULOSE-5-PHOSPHATE	C(OP([O-])(=O)[O-])[C@@H](O)[C@H](O)C(=O)CO
DADP	C([C@@H]3([C@H](C[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O))OP(OP([O-])([O-])=O)([O-])=O
DAMP	C([C@@H]3([C@H](C[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O))OP([O-])([O-])=O
DATP	C([C@@H]3([C@H](C[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O))OP(OP(OP([O-])(=O)[O-])([O-])=O)([O-])=O
DCDP	C([C@@H]2([C@H](C[C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O))OP(OP(=O)([O-])[O-])([O-])=O
DCMP	C([C@@H]2([C@H](C[C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O))OP([O-])([O-])=O
DCTP	C([C@@H]2([C@H](C[C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O))OP(OP(OP(=O)([O-])[O-])([O-])=O)([O-])=O
CPD-18990	CCCCCCCCC(=O)C
CPD-22639	CCCCCCCC(=O)CC
CPD-22637	CCCCCCC(=O)CCC
CPD-3617	CCCCCCCCCC(=O)[O-]
CPD-10267	CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CPD-11997	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP([O-])(=O)OP([O-])(=O)O[C@@H]1([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(N[C@H](C)C(=O)N[C@H](C)C([O-])=O)=O)[C@H](O)[C@@H](CO)O1)
CPD-11998	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP([O-])(=O)OP([O-])(=O)O[C@@H]2([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(N[C@H](C)C(=O)N[C@H](C)C([O-])=O)=O)[C@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O2)
CPD-805	CCNC1(\N=C(\N=C(N)/N=1)\Cl)
CPD-21440	C(#N)\C=C1(C2(/C=C\C=C/C(/N=C\1)=2))
CPD-12119	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
CPD-12120	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
CPD-12121	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
CPD-12122	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
CPD-12116	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
CPD-12117	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
CPD-12115	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
CPD-12118	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
DEOXYAMIDINOPROCLAVAMINATE	C(CC[C@@H](C(=O)[O-])N1(CCC(=O)1))NC(N)=[NH2+]
DETHIOBIOTIN	CC1(NC(=O)NC1CCCCCC(=O)[O-])
DGDP	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H](C[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3)))
DGMP	C(OP(=O)([O-])[O-])[C@H]1(O[C@H](C[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3)))
DGTP	C(OP(=O)([O-])OP(=O)(OP([O-])([O-])=O)[O-])[C@H]1(O[C@H](C[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3)))
CPD-8120	CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(=O)[O-]
UNDECAPRENYL-DIPHOSPHATE	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
TRANS-CIS-UNDECAPRENYL-GROUP	C\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
CPD-9646	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(=O)([O-])[O-]
CPD-15999	C1(=O)(NC(=O)[C@H](O)C(=O)N1)
CPD-8965	CCOP(OC1(\C=C(C)/N=C(C(C)C)\N=1))(OCC)=S
DICOUMAROL	C3(\C=C/C4(/OC(C(\CC1(/C(OC2(\C(C(/O)=1)=C\C=C/C=2))=O))=C(C(/C=3)=4)/O)=O))
CPD0-2231	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H](C[C@H](O)1)N2(\C=N/C3(C(=O)N\C=N/C2=3)))
DIETHYLDITHIOCARBAMATE	CCN(CC)C(=S)[S-]
DIETHYLPHOSPHATE	CCOP(=O)([O-])OCC
DIETHYLTHIOPHOSPHATE	CCOP(=S)([O-])OCC
CPD-14407	CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
DIHYDROCLAVAMINATE	C([NH3+])C[C@H]2(O[C@@H]1(N(C(=O)C1)[C@H](C([O-])=O)2))
CPD-13314	COC2(\C(\O)=C/C=C(/C=C/C(/O)=C/C(CCC1(\C=C/C(/O)=C(\C=1)/OC))=O)/C=2)
DIHYDROLIPOAMIDE	C(CCC(N)=O)C[C@@H](S)CCS
CPD-22535	C2(\N=C1(C(NC(CCC(N)=O)=O)CC5(/C=C(C(/O)=C\C(\N1[C@@H](C2)C(=O)NC(CC([O-])=O)C(=O)NC(C(=O)NC(C4(\NC(C(=O)NCC(NC(C(NC3(CCCN(O)C(=O)3))=O)CO)=O)CC\[NH+]=4))C(O)C([O-])=O)CCC[NH3+])=5)/O)))
CPD-7670	CSC
CPD-10437	CS(=O)(=O)C
DMSO	CS(=O)C
DIMETHYLAMINE	C[NH2+]C
CPD-8974	COP([O-])(=S)OC
DIMP	C(OP(=O)([O-])[O-])[C@H]1(O[C@H](C[C@H](O)1)N2(\C=N/C3(C(=O)N\C=N/C2=3)))
CPD-8268	CCCCCCCC\C=C/CCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/CCCCCCCC)COP([O-])(=O)[O-])=O
CPD0-1422	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(CCCCCCCCCCCCCCC)=O
PPI	O=P(O)(OP([O-])([O-])=O)[O-]
CPD-22351	CCCSP(SCCC)(=O)[O-]
DITP	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H](C[C@H](O)1)N2(\C=N/C3(C(=O)N\C=N/C2=3)))
CPD-7695	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(OP(=O)([O-])O[C@@H]2([C@H](NC(C)=O)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCCC[NH3+])C(N[C@H](C)C(=O)N[C@H](C)C([O-])=O)=O)[C@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O2))([O-])=O
CPD-15797	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(OP([O-])(=O)O[C@@H]2([C@H](NC(=O)C)[C@@H](O[C@H](C)C([O-])=O)[C@H](O[C@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O2))([O-])=O
CPD-12304	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(OP([O-])(=O)O[C@@H]2([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCCC[NH3+])C(N[C@H](C)C(=O)[O-])=O)[C@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O2))([O-])=O
CPD-12297	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP([O-])(=O)OP([O-])(=O)O[C@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(CNC(CNC(CNC(CNC(C[NH3+])=O)=O)=O)=O)=O)C(N[C@H](C)C(N[C@@H](C(=O)[O-])C)=O)=O)C(=O)N)[C@@H](NC(C)=O)2)
CPD-12307	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(=O)([O-])OP(=O)([O-])O[C@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@H](CCCCNC(=O)C[C@@H]([NH3+])C(N)=O)C(N[C@@H](C)C(=O)[O-])=O)C(=O)N)[C@@H](NC(C)=O)2)
